2026-02-04 22:10:47.642 [main] INFO  github.rikacelery.MainKt - jobfile: list.conf, postprocessor:postprocessor.json ::invokeSuspend
2026-02-04 22:12:21.530 [DefaultDispatcher-worker-30] DEBUG github.rikacelery.v2.Session - [qingqing-ss] Segment 1 downloaded, size=446KB ::invokeSuspend
2026-02-04 22:12:21.587 [DefaultDispatcher-worker-38] DEBUG github.rikacelery.v2.Session - [eulallA] Segment 30 downloaded, size=1485KB ::invokeSuspend
2026-02-04 22:12:21.595 [DefaultDispatcher-worker-55] DEBUG github.rikacelery.v2.Session - [yuanbao_a] Segment 29 downloaded, size=505KB ::invokeSuspend
2026-02-04 22:12:21.620 [DefaultDispatcher-worker-19] DEBUG github.rikacelery.v2.Session - [ladyfengyeS010] Memory: 211MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=32, emittedIndex=30, index=30 ::emit
2026-02-04 22:12:21.636 [DefaultDispatcher-worker-42] DEBUG github.rikacelery.v2.Session - [baobei-527] Segment 28 downloaded, size=522KB ::invokeSuspend
2026-02-04 22:12:21.638 [DefaultDispatcher-worker-38] DEBUG github.rikacelery.v2.Session - [qingqing-ss] Segment 2 downloaded, size=496KB ::invokeSuspend
2026-02-04 22:12:21.640 [DefaultDispatcher-worker-55] DEBUG github.rikacelery.v2.Session - [Onefiona] Segment 29 downloaded, size=500KB ::invokeSuspend
2026-02-04 22:12:21.655 [DefaultDispatcher-worker-3] DEBUG github.rikacelery.v2.Session - [qingqing-ss] Segment 3 downloaded, size=515KB ::invokeSuspend
2026-02-04 22:12:21.664 [DefaultDispatcher-worker-68] DEBUG github.rikacelery.v2.Session - [TuTu-077] Segment 33 downloaded, size=619KB ::invokeSuspend
2026-02-04 22:12:21.738 [DefaultDispatcher-worker-54] DEBUG github.rikacelery.v2.Session - [Luminous4173] Segment 39 downloaded, size=615KB ::invokeSuspend
2026-02-04 22:12:21.739 [DefaultDispatcher-worker-48] DEBUG github.rikacelery.v2.Session - [ladyfengyeS010] Segment 30 downloaded, size=488KB ::invokeSuspend
2026-02-04 22:12:21.772 [DefaultDispatcher-worker-15] DEBUG github.rikacelery.v2.Session - [Su-ki77] Segment 11 downloaded, size=3740KB ::invokeSuspend
2026-02-04 22:12:21.837 [DefaultDispatcher-worker-21] DEBUG github.rikacelery.v2.Session - [shuimitao520] Segment 29 downloaded, size=493KB ::invokeSuspend
2026-02-04 22:12:21.841 [DefaultDispatcher-worker-17] DEBUG github.rikacelery.v2.Session - [Adelaideccc] Segment 7 downloaded, size=1316KB ::invokeSuspend
2026-02-04 22:12:21.845 [DefaultDispatcher-worker-30] DEBUG github.rikacelery.v2.Session - [ladyfengyeS010] Segment 31 downloaded, size=582KB ::invokeSuspend
2026-02-04 22:12:22.147 [DefaultDispatcher-worker-56] DEBUG github.rikacelery.v2.Session - [petoys] Memory: 254MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=21, emittedIndex=20, index=20 ::emit
2026-02-04 22:12:22.190 [DefaultDispatcher-worker-32] DEBUG github.rikacelery.v2.Session - [Tangbao-Baby] Segment 34 downloaded, size=495KB ::invokeSuspend
2026-02-04 22:12:22.215 [DefaultDispatcher-worker-30] DEBUG github.rikacelery.v2.Session - [Queenbb88] Segment 29 downloaded, size=1393KB ::invokeSuspend
2026-02-04 22:12:22.231 [DefaultDispatcher-worker-28] DEBUG github.rikacelery.v2.Session - [Avicc] Memory: 263MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=31, emittedIndex=30, index=30 ::emit
2026-02-04 22:12:22.272 [DefaultDispatcher-worker-31] DEBUG github.rikacelery.v2.Session - [petoys] Segment 20 downloaded, size=534KB ::invokeSuspend
2026-02-04 22:12:22.279 [DefaultDispatcher-worker-63] DEBUG github.rikacelery.v2.Session - [fox-yiyi] Segment 17 downloaded, size=1089KB ::invokeSuspend
2026-02-04 22:12:22.360 [DefaultDispatcher-worker-17] DEBUG github.rikacelery.v2.Session - [Avicc] Segment 30 downloaded, size=1383KB ::invokeSuspend
2026-02-04 22:12:22.410 [DefaultDispatcher-worker-34] DEBUG github.rikacelery.v2.Session - [Eira-xue] Segment 37 downloaded, size=650KB ::invokeSuspend
2026-02-04 22:12:22.435 [DefaultDispatcher-worker-22] DEBUG github.rikacelery.v2.Session - [xiaoLI-2025] Memory: 284MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=31, emittedIndex=30, index=30 ::emit
2026-02-04 22:12:22.448 [DefaultDispatcher-worker-14] DEBUG github.rikacelery.v2.Session - [Abiutmm] Segment 29 downloaded, size=1372KB ::invokeSuspend
2026-02-04 22:12:22.542 [DefaultDispatcher-worker-17] DEBUG github.rikacelery.v2.Session - [xiaoLI-2025] Segment 30 downloaded, size=461KB ::invokeSuspend
2026-02-04 22:12:22.556 [DefaultDispatcher-worker-46] DEBUG github.rikacelery.v2.Session - [Abiutmm] Segment 28 downloaded, size=1353KB ::invokeSuspend
2026-02-04 22:12:22.649 [DefaultDispatcher-worker-48] DEBUG github.rikacelery.v2.Session - [Sue101010] Segment 29 downloaded, size=2093KB ::invokeSuspend
2026-02-04 22:12:22.656 [DefaultDispatcher-worker-19] DEBUG github.rikacelery.v2.Session - [-XiaoYu-777] Segment 31 downloaded, size=461KB ::invokeSuspend
2026-02-04 22:12:22.658 [DefaultDispatcher-worker-66] DEBUG github.rikacelery.v2.Session - [Meng_777] Segment 36 downloaded, size=471KB ::invokeSuspend
2026-02-04 22:12:22.672 [DefaultDispatcher-worker-50] DEBUG github.rikacelery.v2.Session - [lsevenlll] Segment 35 downloaded, size=509KB ::invokeSuspend
2026-02-04 22:12:22.675 [DefaultDispatcher-worker-1] DEBUG github.rikacelery.v2.Session - [KKEHBYBA] Segment 33 downloaded, size=1504KB ::invokeSuspend
2026-02-04 22:12:22.676 [DefaultDispatcher-worker-22] DEBUG github.rikacelery.v2.Session - [Dancing-Coco12] Segment 29 downloaded, size=1368KB ::invokeSuspend
2026-02-04 22:12:22.741 [DefaultDispatcher-worker-52] DEBUG github.rikacelery.v2.Session - [agmer0500] Segment 26 downloaded, size=500KB ::invokeSuspend
2026-02-04 22:12:22.777 [DefaultDispatcher-worker-67] DEBUG github.rikacelery.v2.Session - [xx9938] Segment 39 downloaded, size=503KB ::invokeSuspend
2026-02-04 22:12:22.783 [DefaultDispatcher-worker-35] DEBUG github.rikacelery.v2.Session - [redrose520] Segment 32 downloaded, size=508KB ::invokeSuspend
2026-02-04 22:12:22.993 [DefaultDispatcher-worker-48] DEBUG github.rikacelery.v2.Session - [xi-xii] Segment 29 downloaded, size=619KB ::invokeSuspend
2026-02-04 22:12:23.132 [DefaultDispatcher-worker-54] DEBUG github.rikacelery.v2.Session - [shuimitao520] Memory: 336MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=31, emittedIndex=30, index=30 ::emit
2026-02-04 22:12:23.170 [DefaultDispatcher-worker-5] DEBUG github.rikacelery.v2.Session - [Luminous4173] Memory: 337MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=41, emittedIndex=40, index=40 ::emit
2026-02-04 22:12:23.249 [DefaultDispatcher-worker-38] DEBUG github.rikacelery.v2.Session - [shuimitao520] Segment 30 downloaded, size=498KB ::invokeSuspend
2026-02-04 22:12:23.288 [DefaultDispatcher-worker-11] DEBUG github.rikacelery.v2.Session - [Adelaideccc] Segment 8 downloaded, size=1231KB ::invokeSuspend
2026-02-04 22:12:23.296 [DefaultDispatcher-worker-53] DEBUG github.rikacelery.v2.Session - [Luminous4173] Segment 40 downloaded, size=636KB ::invokeSuspend
2026-02-04 22:12:23.321 [DefaultDispatcher-worker-50] DEBUG github.rikacelery.v2.Session - [Sinicoco] Segment 33 downloaded, size=1509KB ::invokeSuspend
2026-02-04 22:12:23.374 [DefaultDispatcher-worker-22] DEBUG github.rikacelery.v2.Session - [Lucy-cici] Segment 28 downloaded, size=587KB ::invokeSuspend
2026-02-04 22:12:23.375 [DefaultDispatcher-worker-54] DEBUG github.rikacelery.v2.Session - [GG-BONG1] Segment 32 downloaded, size=936KB ::invokeSuspend
2026-02-04 22:12:23.388 [DefaultDispatcher-worker-29] DEBUG github.rikacelery.v2.Session - [Hcup_Zhizhi] Memory: 368MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=31, emittedIndex=30, index=30 ::emit
2026-02-04 22:12:23.390 [DefaultDispatcher-worker-51] DEBUG github.rikacelery.v2.Session - [Lenai-] Segment 28 downloaded, size=1377KB ::invokeSuspend
2026-02-04 22:12:23.434 [DefaultDispatcher-worker-68] DEBUG github.rikacelery.v2.Session - [tt50256] Segment 19 downloaded, size=5187KB ::invokeSuspend
2026-02-04 22:12:23.437 [DefaultDispatcher-worker-51] DEBUG github.rikacelery.v2.Session - [202509yoyo] Segment 33 downloaded, size=522KB ::invokeSuspend
2026-02-04 22:12:23.464 [DefaultDispatcher-worker-25] DEBUG github.rikacelery.v2.Session - [Lucy-cici] Segment 29 downloaded, size=550KB ::invokeSuspend
2026-02-04 22:12:23.514 [DefaultDispatcher-worker-22] DEBUG github.rikacelery.v2.Session - [Hcup_Zhizhi] Segment 30 downloaded, size=639KB ::invokeSuspend
2026-02-04 22:12:23.594 [DefaultDispatcher-worker-27] DEBUG github.rikacelery.v2.Session - [baby-yaya20] Segment 32 downloaded, size=562KB ::invokeSuspend
2026-02-04 22:12:23.616 [DefaultDispatcher-worker-27] DEBUG github.rikacelery.v2.Session - [xixi_mm] Segment 29 downloaded, size=477KB ::invokeSuspend
2026-02-04 22:12:23.641 [DefaultDispatcher-worker-43] DEBUG github.rikacelery.v2.Session - [miaomijiang] Memory: 400MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=31, emittedIndex=30, index=30 ::emit
2026-02-04 22:12:23.721 [DefaultDispatcher-worker-3] DEBUG github.rikacelery.v2.Session - [eulallA] Segment 31 downloaded, size=1557KB ::invokeSuspend
2026-02-04 22:12:23.743 [DefaultDispatcher-worker-23] DEBUG github.rikacelery.v2.Session - [baobei-527] Segment 29 downloaded, size=539KB ::invokeSuspend
2026-02-04 22:12:23.764 [DefaultDispatcher-worker-63] DEBUG github.rikacelery.v2.Session - [TuTu-077] Segment 34 downloaded, size=713KB ::invokeSuspend
2026-02-04 22:12:23.762 [DefaultDispatcher-worker-5] DEBUG github.rikacelery.v2.Session - [miaomijiang] Segment 30 downloaded, size=464KB ::invokeSuspend
2026-02-04 22:12:23.779 [DefaultDispatcher-worker-5] DEBUG github.rikacelery.v2.Session - [Onefiona] Memory: 415MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=31, emittedIndex=30, index=30 ::emit
2026-02-04 22:12:23.779 [DefaultDispatcher-worker-63] DEBUG github.rikacelery.v2.Session - [yuanbao_a] Memory: 415MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=31, emittedIndex=30, index=30 ::emit
2026-02-04 22:12:23.874 [DefaultDispatcher-worker-29] DEBUG github.rikacelery.v2.Session - [Arrebo1] Segment 32 downloaded, size=441KB ::invokeSuspend
2026-02-04 22:12:23.896 [DefaultDispatcher-worker-29] DEBUG github.rikacelery.v2.Session - [yuanbao_a] Segment 30 downloaded, size=449KB ::invokeSuspend
2026-02-04 22:12:23.907 [DefaultDispatcher-worker-9] DEBUG github.rikacelery.v2.Session - [Onefiona] Segment 30 downloaded, size=443KB ::invokeSuspend
2026-02-04 22:12:23.974 [DefaultDispatcher-worker-2] DEBUG github.rikacelery.v2.Session - [Arrebo1] Segment 31 downloaded, size=504KB ::invokeSuspend
2026-02-04 22:12:24.060 [DefaultDispatcher-worker-25] DEBUG github.rikacelery.v2.Session - [Sue101010] Memory: 425MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=31, emittedIndex=30, index=30 ::emit
2026-02-04 22:12:24.065 [DefaultDispatcher-worker-10] DEBUG github.rikacelery.v2.Session - [xx9938] Memory: 425MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=41, emittedIndex=40, index=40 ::emit
2026-02-04 22:12:24.185 [DefaultDispatcher-worker-4] DEBUG github.rikacelery.v2.Session - [xx9938] Segment 40 downloaded, size=506KB ::invokeSuspend
2026-02-04 22:12:24.196 [DefaultDispatcher-worker-44] DEBUG github.rikacelery.v2.Session - [agmer0500] Segment 27 downloaded, size=486KB ::invokeSuspend
2026-02-04 22:12:24.198 [DefaultDispatcher-worker-42] DEBUG github.rikacelery.v2.Session - [redrose520] Segment 33 downloaded, size=509KB ::invokeSuspend
2026-02-04 22:12:24.199 [DefaultDispatcher-worker-37] DEBUG github.rikacelery.v2.Session - [Sue101010] Segment 30 downloaded, size=2144KB ::invokeSuspend
2026-02-04 22:12:24.221 [DefaultDispatcher-worker-37] DEBUG github.rikacelery.v2.Session - [Queenbb88] Memory: 441MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=31, emittedIndex=30, index=30 ::emit
2026-02-04 22:12:24.294 [DefaultDispatcher-worker-28] DEBUG github.rikacelery.v2.Session - [xi-xii] Memory: 442MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=31, emittedIndex=30, index=30 ::emit
2026-02-04 22:12:24.387 [DefaultDispatcher-worker-36] DEBUG github.rikacelery.v2.Session - [Queenbb88] Segment 30 downloaded, size=1387KB ::invokeSuspend
2026-02-04 22:12:24.435 [DefaultDispatcher-worker-36] DEBUG github.rikacelery.v2.Session - [xi-xii] Segment 30 downloaded, size=510KB ::invokeSuspend
2026-02-04 22:12:24.445 [DefaultDispatcher-worker-13] DEBUG github.rikacelery.v2.Session - [Abiutmm] Memory: 450MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=31, emittedIndex=30, index=30 ::emit
2026-02-04 22:12:24.519 [DefaultDispatcher-worker-51] DEBUG github.rikacelery.v2.Session - [qianqian_] Segment 33 downloaded, size=865KB ::invokeSuspend
2026-02-04 22:12:24.533 [DefaultDispatcher-worker-37] DEBUG github.rikacelery.v2.Session - [Eira-xue] Segment 38 downloaded, size=644KB ::invokeSuspend
2026-02-04 22:12:24.581 [DefaultDispatcher-worker-21] DEBUG github.rikacelery.v2.Session - [AwareStaining] Memory: 137MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=21, emittedIndex=20, index=20 ::emit
2026-02-04 22:12:24.603 [DefaultDispatcher-worker-14] DEBUG github.rikacelery.v2.Session - [Abiutmm] Segment 30 downloaded, size=1375KB ::invokeSuspend
2026-02-04 22:12:24.606 [DefaultDispatcher-worker-36] DEBUG github.rikacelery.v2.Session - [Tangbao-Baby] Segment 35 downloaded, size=467KB ::invokeSuspend
2026-02-04 22:12:24.612 [DefaultDispatcher-worker-9] DEBUG github.rikacelery.v2.Session - [petoys] Segment 21 downloaded, size=527KB ::invokeSuspend
2026-02-04 22:12:24.654 [DefaultDispatcher-worker-36] DEBUG github.rikacelery.v2.Session - [Dancing-Coco12] Memory: 149MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=31, emittedIndex=30, index=30 ::emit
2026-02-04 22:12:24.671 [DefaultDispatcher-worker-64] DEBUG github.rikacelery.v2.Session - [Avicc] Segment 31 downloaded, size=1465KB ::invokeSuspend
2026-02-04 22:12:24.718 [DefaultDispatcher-worker-33] DEBUG github.rikacelery.v2.Session - [fox-yiyi] Segment 18 downloaded, size=1167KB ::invokeSuspend
2026-02-04 22:12:24.720 [DefaultDispatcher-worker-65] DEBUG github.rikacelery.v2.Session - [AwareStaining] Segment 20 downloaded, size=1332KB ::invokeSuspend
2026-02-04 22:12:24.773 [DefaultDispatcher-worker-39] DEBUG github.rikacelery.v2.Session - [Dancing-Coco12] Segment 30 downloaded, size=1348KB ::invokeSuspend
2026-02-04 22:12:24.793 [DefaultDispatcher-worker-2] DEBUG github.rikacelery.v2.Session - [xiaoLI-2025] Segment 31 downloaded, size=372KB ::invokeSuspend
2026-02-04 22:12:24.803 [DefaultDispatcher-worker-50] DEBUG github.rikacelery.v2.Session - [lsevenlll] Segment 36 downloaded, size=537KB ::invokeSuspend
2026-02-04 22:12:24.813 [DefaultDispatcher-worker-29] DEBUG github.rikacelery.v2.Session - [-XiaoYu-777] Segment 32 downloaded, size=465KB ::invokeSuspend
2026-02-04 22:12:24.814 [DefaultDispatcher-worker-56] DEBUG github.rikacelery.v2.Session - [KKEHBYBA] Segment 35 downloaded, size=1527KB ::invokeSuspend
2026-02-04 22:12:24.818 [DefaultDispatcher-worker-54] DEBUG github.rikacelery.v2.Session - [Meng_777] Segment 37 downloaded, size=490KB ::invokeSuspend
2026-02-04 22:12:24.892 [DefaultDispatcher-worker-13] DEBUG github.rikacelery.v2.Session - [KKEHBYBA] Segment 34 downloaded, size=1430KB ::invokeSuspend
2026-02-04 22:12:25.244 [DefaultDispatcher-worker-2] DEBUG github.rikacelery.v2.Session - [baobei-527] Memory: 197MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=31, emittedIndex=30, index=30 ::emit
2026-02-04 22:12:25.328 [DefaultDispatcher-worker-2] DEBUG github.rikacelery.v2.Session - [Arrebo1] Segment 33 downloaded, size=499KB ::invokeSuspend
2026-02-04 22:12:25.338 [DefaultDispatcher-worker-53] DEBUG github.rikacelery.v2.Session - [yuanbao_a] Segment 31 downloaded, size=492KB ::invokeSuspend
2026-02-04 22:12:25.346 [DefaultDispatcher-worker-52] DEBUG github.rikacelery.v2.Session - [shuimitao520] Segment 31 downloaded, size=524KB ::invokeSuspend
2026-02-04 22:12:25.368 [DefaultDispatcher-worker-7] DEBUG github.rikacelery.v2.Session - [baobei-527] Segment 30 downloaded, size=517KB ::invokeSuspend
2026-02-04 22:12:25.425 [DefaultDispatcher-worker-4] DEBUG github.rikacelery.v2.Session - [Luminous4173] Segment 41 downloaded, size=643KB ::invokeSuspend
2026-02-04 22:12:25.445 [DefaultDispatcher-worker-66] DEBUG github.rikacelery.v2.Session - [ladyfengyeS010] Segment 32 downloaded, size=553KB ::invokeSuspend
2026-02-04 22:12:25.458 [DefaultDispatcher-worker-34] DEBUG github.rikacelery.v2.Session - [Sinicoco] Segment 34 downloaded, size=1480KB ::invokeSuspend
2026-02-04 22:12:25.465 [DefaultDispatcher-worker-17] DEBUG github.rikacelery.v2.Session - [Onefiona] Segment 31 downloaded, size=461KB ::invokeSuspend
2026-02-04 22:12:25.485 [DefaultDispatcher-worker-13] DEBUG github.rikacelery.v2.Session - [GG-BONG1] Segment 33 downloaded, size=1007KB ::invokeSuspend
2026-02-04 22:12:25.509 [DefaultDispatcher-worker-31] DEBUG github.rikacelery.v2.Session - [Adelaideccc] Segment 9 downloaded, size=1228KB ::invokeSuspend
2026-02-04 22:12:25.521 [DefaultDispatcher-worker-8] DEBUG github.rikacelery.v2.Session - [Lenai-] Segment 29 downloaded, size=1404KB ::invokeSuspend
2026-02-04 22:12:25.548 [DefaultDispatcher-worker-8] DEBUG github.rikacelery.v2.Session - [Lucy-cici] Memory: 238MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=31, emittedIndex=30, index=30 ::emit
2026-02-04 22:12:25.599 [DefaultDispatcher-worker-48] DEBUG github.rikacelery.v2.Session - [miaomijiang] Segment 31 downloaded, size=470KB ::invokeSuspend
2026-02-04 22:12:25.658 [DefaultDispatcher-worker-18] DEBUG github.rikacelery.v2.Session - [202509yoyo] Segment 34 downloaded, size=531KB ::invokeSuspend
2026-02-04 22:12:25.650 [DefaultDispatcher-worker-67] DEBUG github.rikacelery.v2.Session - [Hcup_Zhizhi] Segment 31 downloaded, size=500KB ::invokeSuspend
2026-02-04 22:12:25.672 [DefaultDispatcher-worker-22] DEBUG github.rikacelery.v2.Session - [Lucy-cici] Segment 30 downloaded, size=582KB ::invokeSuspend
2026-02-04 22:12:25.728 [DefaultDispatcher-worker-26] DEBUG github.rikacelery.v2.Session - [qingqing-ss] Segment 4 downloaded, size=505KB ::invokeSuspend
2026-02-04 22:12:25.744 [DefaultDispatcher-worker-56] DEBUG github.rikacelery.v2.Session - [baby-yaya20] Segment 33 downloaded, size=561KB ::invokeSuspend
2026-02-04 22:12:25.752 [DefaultDispatcher-worker-13] DEBUG github.rikacelery.v2.Session - [xixi_mm] Memory: 253MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=31, emittedIndex=30, index=30 ::emit
2026-02-04 22:12:25.849 [DefaultDispatcher-worker-39] DEBUG github.rikacelery.v2.Session - [eulallA] Segment 32 downloaded, size=1535KB ::invokeSuspend
2026-02-04 22:12:25.863 [DefaultDispatcher-worker-7] DEBUG github.rikacelery.v2.Session - [TuTu-077] Segment 35 downloaded, size=622KB ::invokeSuspend
2026-02-04 22:12:25.886 [DefaultDispatcher-worker-62] DEBUG github.rikacelery.v2.Session - [xixi_mm] Segment 30 downloaded, size=476KB ::invokeSuspend
2026-02-04 22:12:26.204 [DefaultDispatcher-worker-38] DEBUG github.rikacelery.v2.Session - [xiaoLI-2025] Segment 32 downloaded, size=457KB ::invokeSuspend
2026-02-04 22:12:26.234 [DefaultDispatcher-worker-41] DEBUG github.rikacelery.v2.Session - [-XiaoYu-777] Segment 33 downloaded, size=459KB ::invokeSuspend
2026-02-04 22:12:26.238 [DefaultDispatcher-worker-22] DEBUG github.rikacelery.v2.Session - [lsevenlll] Segment 37 downloaded, size=582KB ::invokeSuspend
2026-02-04 22:12:26.265 [DefaultDispatcher-worker-20] DEBUG github.rikacelery.v2.Session - [Meng_777] Segment 38 downloaded, size=483KB ::invokeSuspend
2026-02-04 22:12:26.297 [DefaultDispatcher-worker-20] DEBUG github.rikacelery.v2.Session - [redrose520] Segment 34 downloaded, size=490KB ::invokeSuspend
2026-02-04 22:12:26.328 [DefaultDispatcher-worker-6] DEBUG github.rikacelery.v2.Session - [xx9938] Segment 41 downloaded, size=465KB ::invokeSuspend
2026-02-04 22:12:26.340 [DefaultDispatcher-worker-14] DEBUG github.rikacelery.v2.Session - [Sue101010] Segment 31 downloaded, size=1885KB ::invokeSuspend
2026-02-04 22:12:26.349 [DefaultDispatcher-worker-6] DEBUG github.rikacelery.v2.Session - [agmer0500] Segment 28 downloaded, size=478KB ::invokeSuspend
2026-02-04 22:12:26.410 [DefaultDispatcher-worker-18] DEBUG github.rikacelery.v2.Session - [Tangbao-Baby] Segment 36 downloaded, size=545KB ::invokeSuspend
2026-02-04 22:12:26.503 [DefaultDispatcher-worker-31] DEBUG github.rikacelery.v2.Session - [Queenbb88] Segment 31 downloaded, size=1375KB ::invokeSuspend
2026-02-04 22:12:26.537 [DefaultDispatcher-worker-23] DEBUG github.rikacelery.v2.Session - [fox-yiyi] Segment 19 downloaded, size=1052KB ::invokeSuspend
2026-02-04 22:12:26.549 [DefaultDispatcher-worker-17] DEBUG github.rikacelery.v2.Session - [Aster_Hoa] Segment 21 downloaded, size=2493KB ::invokeSuspend
2026-02-04 22:12:26.664 [DefaultDispatcher-worker-32] DEBUG github.rikacelery.v2.Session - [Eira-xue] Segment 39 downloaded, size=639KB ::invokeSuspend
2026-02-04 22:12:26.675 [DefaultDispatcher-worker-49] DEBUG github.rikacelery.v2.Session - [xi-xii] Segment 31 downloaded, size=669KB ::invokeSuspend
2026-02-04 22:12:26.715 [DefaultDispatcher-worker-9] DEBUG github.rikacelery.v2.Session - [Abiutmm] Segment 31 downloaded, size=1457KB ::invokeSuspend
2026-02-04 22:12:26.753 [DefaultDispatcher-worker-33] DEBUG github.rikacelery.v2.Session - [qianqian_] Segment 34 downloaded, size=500KB ::invokeSuspend
2026-02-04 22:12:26.876 [DefaultDispatcher-worker-48] DEBUG github.rikacelery.v2.Session - [Dancing-Coco12] Segment 31 downloaded, size=1400KB ::invokeSuspend
2026-02-04 22:12:26.949 [DefaultDispatcher-worker-28] DEBUG github.rikacelery.v2.Session - [petoys] Segment 22 downloaded, size=528KB ::invokeSuspend
2026-02-04 22:12:27.150 [DefaultDispatcher-worker-55] DEBUG github.rikacelery.v2.Session - [tt50256] Memory: 342MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=21, emittedIndex=20, index=20 ::emit
2026-02-04 22:12:27.254 [DefaultDispatcher-worker-9] DEBUG github.rikacelery.v2.Session - [eulallA] Segment 33 downloaded, size=1487KB ::invokeSuspend
2026-02-04 22:12:27.279 [DefaultDispatcher-worker-51] DEBUG github.rikacelery.v2.Scheduler - start Khaleesi_ying_ ::invokeSuspend
2026-02-04 22:12:27.280 [DefaultDispatcher-worker-51] INFO  github.rikacelery.v2.Session - [+] start recording Khaleesi_ying_(205397672) q:1080p(want 2560p60) open:true ::start
2026-02-04 22:12:27.281 [DefaultDispatcher-worker-27] DEBUG github.rikacelery.v2.Session - [TuTu-077] Segment 36 downloaded, size=590KB ::invokeSuspend
2026-02-04 22:12:27.290 [DefaultDispatcher-worker-68] DEBUG github.rikacelery.v2.Session - [xixi_mm] Segment 31 downloaded, size=476KB ::invokeSuspend
2026-02-04 22:12:27.331 [DefaultDispatcher-worker-7] DEBUG github.rikacelery.v2.Session - [tt50256] Segment 20 downloaded, size=5161KB ::invokeSuspend
2026-02-04 22:12:27.344 [DefaultDispatcher-worker-36] DEBUG github.rikacelery.v2.Scheduler - start Dewluna ::invokeSuspend
2026-02-04 22:12:27.344 [DefaultDispatcher-worker-36] INFO  github.rikacelery.v2.Session - [+] start recording Dewluna(193224430) q:720p(want 2560p60) open:true ::start
2026-02-04 22:12:27.395 [DefaultDispatcher-worker-48] DEBUG github.rikacelery.v2.Scheduler - start Xiatian520_ ::invokeSuspend
2026-02-04 22:12:27.396 [DefaultDispatcher-worker-48] INFO  github.rikacelery.v2.Session - [+] start recording Xiatian520_(203208734) q:720p(want 2560p60) open:true ::start
2026-02-04 22:12:27.413 [DefaultDispatcher-worker-27] DEBUG github.rikacelery.v2.Session - [miaomijiang] Segment 32 downloaded, size=471KB ::invokeSuspend
2026-02-04 22:12:27.466 [DefaultDispatcher-worker-11] DEBUG github.rikacelery.v2.Session - [Arrebo1] Segment 34 downloaded, size=482KB ::invokeSuspend
2026-02-04 22:12:27.471 [DefaultDispatcher-worker-50] DEBUG github.rikacelery.v2.Session - [baobei-527] Segment 31 downloaded, size=536KB ::invokeSuspend
2026-02-04 22:12:27.479 [DefaultDispatcher-worker-55] DEBUG github.rikacelery.v2.Scheduler - start JoJo-ovo ::invokeSuspend
2026-02-04 22:12:27.479 [DefaultDispatcher-worker-55] INFO  github.rikacelery.v2.Session - [+] start recording JoJo-ovo(226260378) q:1080p(want 2560p60) open:true ::start
2026-02-04 22:12:27.490 [DefaultDispatcher-worker-9] INFO  github.rikacelery.v2.Session - [STOP] [Khaleesi_ying_] Stream url returns 404, this is caused by model's network connection issue ::invokeSuspend
2026-02-04 22:12:27.490 [DefaultDispatcher-worker-9] INFO  github.rikacelery.v2.Session - [Khaleesi_ying_] Segment generator exited. ::invokeSuspend
2026-02-04 22:12:27.490 [DefaultDispatcher-worker-9] INFO  github.rikacelery.v2.Session - [Khaleesi_ying_}] No valid segments downloaded(0/0) since start. clean empty file ::invokeSuspend
2026-02-04 22:12:27.490 [DefaultDispatcher-worker-9] INFO  github.rikacelery.v2.Session - [-] stop recording Khaleesi_ying_(205397672) q:1080p(want 2560p60) ::start
2026-02-04 22:12:27.490 [DefaultDispatcher-worker-9] DEBUG github.rikacelery.v2.Scheduler - stop Khaleesi_ying_ ::invokeSuspend
2026-02-04 22:12:27.514 [DefaultDispatcher-worker-54] DEBUG github.rikacelery.v2.Session - [Lenai-] Memory: 391MB/1988MB, pending.size=0, readyToEmit.size=0, nextIndex=31, emittedIndex=30, index=30 ::emit
2026-02-04 22:12:27.530 [DefaultDispatcher-worker-59] DEBUG github.rikacelery.v2.Session - [Luminous4173] Segment 42 downloaded, size=661KB ::invokeSuspend
2026-02-04 22:12:27.532 [DefaultDispatcher-worker-11] DEBUG github.rikacelery.v2.Scheduler - start CCICOO ::invokeSuspend
